question,answer,prediction,precision,recall,f1,hash
班尼特的性格是什么?,"班尼特,即使霉运缠身，已然乐观，向往冒险","班尼特,班尼特,班尼特",0.7725000381469727,0.5271549820899963,0.6266697645187378,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫人来自哪个国家?,神里绫人来自稻妻,神里绫人来自稻妻,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
久岐忍的性格是什么?,"久岐忍,专业高效，能处理麻烦","久岐忍,专业高效，能处理麻烦",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"流浪者先生,是什么性别呢?",流浪者是男性,流浪者是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝的元素是什么?,风元素,坎蒂丝是风元素,0.699702262878418,0.9229989647865295,0.7959869503974915,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
可莉是男性还是女性？,可莉是女性,可莉，女性,0.9092444181442261,0.9092444181442261,0.9092444181442261,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,刻晴女士使用哪种元素?",雷元素,"刻晴使用雷元素
刻晴,雷元素",0.6320412158966064,0.7545468807220459,0.6878823041915894,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里先生是什么性别？,提纳里是男性,提纳里是男性,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪奥娜的元素是什么?,冰元素,冰元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
林尼的工作是什么?,林尼是魔术演员,林尼是魔术演员,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
重云会用哪种元素?,冰元素,重云使用冰元素,0.6831263303756714,0.8684089183807373,0.7647044658660889,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光使用什么元素力?,凝光使用岩元素,"凝光使用岩元素
凝光使用岩元素",0.8644115924835205,0.8860383033752441,0.8750913739204407,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏洛蒂是男性还是女性？,夏洛蒂是女性,夏洛蒂，女性,0.9224531650543213,0.9224531650543213,0.9224531650543213,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"甘雨女士,她是男孩还是女孩？",甘雨是女性,甘雨是女性,0.9999998807907104,0.9999998807907104,0.9999998807907104,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问琳妮特女士来自哪里?",琳妮特来自枫丹,琳妮特来自枫丹,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,珐露珊女士使用哪种元素?",风元素,"珐露珊,水元素",0.6443564891815186,0.7744908332824707,0.7034558057785034,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里是男性还是女性？,提纳里是男性,"提纳里是男性
提纳里是男性",0.8700207471847534,0.9007673263549805,0.8851271271705627,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱欧斯利是男性还是女性？,莱欧斯利是男性,莱欧斯利是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱欧斯利是什么性格?,一本正经,"莱欧斯利,一本正经",0.7066425085067749,0.9105054140090942,0.795724093914032,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
七七来自哪个国家?,七七来自璃月,七七来自璃月,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱欧斯利先生的职业是什么?,莱欧斯利是掌管监狱梅洛彼得堡的公爵,莱欧斯利是掌管监狱梅洛彼得堡的公爵,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问可莉女士是做什么工作的?",可莉是西风骑士团火花骑士，自认为有宝物,可莉是西风骑士团火花骑士，自认为有宝物,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
北斗女士的元素是什么?,雷元素,好，北斗的元素是水元素,0.5916556119918823,0.7043685913085938,0.6431108713150024,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪奥娜女士是什么性别？,迪奥娜是女性,迪奥娜是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
枫原万叶是什么性格?,"枫原万叶,身经百战，有不为人所知的过往","枫原万叶,身经百战，有不为人所知的过往",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
砂糖女士的工作是什么?,砂糖是研究者,砂糖是璃月佣人,0.7293703556060791,0.7670890092849731,0.7477543354034424,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
白术先生能控制什么元素力?,草元素,好，白术控制草元素,0.6128742098808289,0.8479160666465759,0.7114859819412231,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
重云的工作是什么?,重云是驱邪家、游走方士,重云是驱邪家教学生,0.8158503174781799,0.7847428321838379,0.7999942898750305,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
丽莎女士来自哪个国家?,丽莎来自蒙德,蒙德,0.8408271670341492,0.5894736647605896,0.6930646300315857,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问琳妮特女士使用哪种元素?",风元素,"琳妮特使用冰元素
琳妮特,使用冰元素",0.6013107299804688,0.6844483017921448,0.6401916742324829,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
辛焱女士的元素是什么?,火元素,辛焱，火元素,0.7576444149017334,0.9094856977462769,0.8266502618789673,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问七七的身份是什么？,七七是僵尸,七七是僵尸,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问坎蒂丝的性别是什么？,坎蒂丝是女性,坎蒂丝是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
瑶瑶女士来自什么国家?,瑶瑶来自璃月,瑶瑶来自璃月,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
诺艾尔的职责是什么?,诺艾尔是西风骑士团见习骑士，女仆,诺艾尔是西风骑士团见习骑士，女仆,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海女士是什么性格的人?,"珊瑚宫心海,深谋远虑、运筹帷幄","珊瑚宫心海,深谋远虑、运筹帷幄",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
流浪者先生来自哪个国家?,流浪者来自须弥,流浪者来自须弥,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪奥娜使用什么元素力?,迪奥娜使用冰元素,迪奥娜使用冰元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莫娜女士是属于哪个国家的?,莫娜来自蒙德,"莫娜来自蒙德
莫娜来自蒙德
莫娜来自蒙德
莫娜来自蒙德",0.7766696810722351,0.8582245111465454,0.8154129981994629,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特是男还是女啊,琳妮特是女性,琳妮特是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
申鹤是什么身份?,申鹤是仙家弟子,申鹤是仙家弟子,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱依拉使用什么元素力?,莱依拉使用冰元素,莱依拉使用冰元素,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫人使用哪种元素?,水元素,神里绫人使用水元素,0.6126008629798889,0.8387600183486938,0.7080597281455994,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
妮露有什么性格特征?,婀娜、感性、美丽,"妮露,婀娜、感性、美丽",0.8876734972000122,0.9624772667884827,0.9235631823539734,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱依拉有什么性格特征?,梦想幻想，奇特的研究方向,"莱依拉,梦想幻想，奇特的研究方向",0.8753620386123657,0.9658105373382568,0.9183646440505981,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
罗莎莉亚有什么性格特征?,独来独往，单独行动,"罗莎莉亚,独来独往，单独行动",0.8204595446586609,0.948898434638977,0.8800173401832581,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
温迪先生从哪里来的?,温迪来自蒙德,"温迪来自蒙德
温迪来自蒙德
温迪来自蒙德
温迪来自蒙德",0.7920088768005371,0.8625041246414185,0.825754702091217,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪卢克是男人还是女人？,迪卢克是男性,卢克是男性,0.9636449813842773,0.9078267812728882,0.9349035024642944,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问珊瑚宫心海女士是做什么工作的?",珊瑚宫心海是海祇岛巫女兼军师,珊瑚宫心海是海祇岛巫女兼军师,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫人的工作是什么?,神里绫人是三奉行之一，社奉行神里家的家主,神里绫人是三奉行之一，社奉行神里家的家主,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问早柚的性格特点是什么?","早柚,偷懒，懒得做工作","早柚,偷懒，懒得做工作",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲米尼有什么性格特征?,沉默而独自，怕人，爱水，专注于潜水技巧,"菲米尼,沉默而独自，怕人，爱水，专注于潜水技巧",0.9073708057403564,0.9783918261528015,0.9415438771247864,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
柯莱是什么性格?,善解人意，乐于助人,"柯莱,善解人意，乐于助人",0.8644859790802002,0.9609284400939941,0.9101595282554626,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
柯莱女士是什么身份?,柯莱是化城郭见习巡林员,柯莱是须弥最强大的魔术师,0.6332788467407227,0.6513116359710693,0.6421686410903931,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯女士掌握哪种元素力?,火元素,"烟绯,火元素",0.7763704061508179,0.9155417680740356,0.8402321934700012,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光的元素是什么?,岩元素,凝光元素，岩元素,0.7777551412582397,0.8913084268569946,0.8306690454483032,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
瑶瑶什么元素?,草元素,"草元素
草元素",0.8861786723136902,0.9120708703994751,0.8989384174346924,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
米卡使用什么元素力?,米卡使用冰元素,冰元素,0.883966326713562,0.7147212028503418,0.7903852462768555,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光有什么性格特征?,眼光锐利，能抓住商机，亲近小朋友,"凝光,眼光锐利，能抓住商机，亲近小朋友",0.9301573038101196,0.9773926734924316,0.9531901478767395,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问诺艾尔有什么性格特点呢?","诺艾尔,可靠，为成为合格的骑士努力","诺艾尔,可靠，为成为合格的骑士努力",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里是什么职务?,提纳里是道成林的巡林官,提纳里是道成林的巡林官,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
钟离使用什么元素力?,钟离使用岩元素,钟离使用岩元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
云堇什么元素?,岩元素,云堇，岩元素,0.7228525876998901,0.8670895099639893,0.788428544998169,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夜兰女士是什么身份?,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅女士的职业是什么?,迪希雅是镀金旅团的佣兵，狮子之狮,迪希雅是镀金旅团的佣兵，狮子之狮,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
安柏使用什么元素力?,安柏使用火元素,安柏使用火元素,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"雷电将军女士,来自何方?",雷电将军来自稻妻,雷电将军来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
那维莱特是男性还是女性？,那维莱特是男性,那维莱特是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
重云是男人还是女人？,重云是男性,重云是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫是男性还是女性？,宵宫是女性,宵宫是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光女士是男孩还是女孩？,凝光是女性,"凝光是女性
凝光是女性",0.8671208620071411,0.8876603245735168,0.8772704005241394,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
早柚的性格是什么?,"早柚,偷懒，懒得做工作","早柚,偷懒，懒得做工作",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问托马先生使用哪种元素?",火元素,"托马使用火元素
托马,火元素",0.6874418258666992,0.8834290504455566,0.7732093930244446,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
流浪者的职业是什么?,流浪者是头戴斗笠的流浪者,流浪者是头戴斗笠的流浪者,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
五郎先生的身份是什么?,五郎是海祇岛军的大将,五郎是海祇岛军的大将,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
纳西妲的性格是什么?,"纳西妲,宁静、明智、智慧、纯净","纳西妲,宁静、明智、智慧、纯净",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问丽莎的性格特征是什么？,"丽莎,喜欢挑逗人的魔法师大姐姐","丽莎,喜欢挑逗人的魔法师大姐姐",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫华女士是男孩还是女孩？,神里绫华是女性,神里绫华是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝是什么性格?,"坎蒂丝,热爱沙漠，尽到守护职责","坎蒂丝,沙漠守护者",0.8814579248428345,0.7495495080947876,0.8101696372032166,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问钟离的国籍是什么？,钟离来自璃月,钟离来自璃月,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问温迪的性格特征是什么？,"温迪,喜欢开玩笑的轻佻少年","温迪,喜欢开玩笑的轻佻少年",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
行秋的元素是什么?,水元素,"行秋,水元素",0.6893717646598816,0.8746758699417114,0.7710466980934143,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问神里绫华的性格特点是什么?","神里绫华,端丽、品行高洁、深受民众钦慕","神里绫华,熟悉璃月法律，追求公正",0.667296290397644,0.6525805592536926,0.659856379032135,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
白术先生的元素是什么?,草元素,好，白术是草元素,0.6400730609893799,0.8630234003067017,0.7350134253501892,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问夜兰女士是做什么工作的?",夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝的职业是什么?,坎蒂丝是阿如村守护者,坎蒂丝是守护者，拥有月之璃璃，守护蒙德安全,0.7064862847328186,0.7956230640411377,0.7484099864959717,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光是什么性格?,眼光锐利，能抓住商机，亲近小朋友,"凝光,眼光锐利，能抓住商机，亲近小朋友",0.9301573038101196,0.9773926734924316,0.9531901478767395,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏沃蕾的性格特点是啥?,严守律法的警备人员,"夏沃蕾,冬夏官掌，魔术师",0.5473740100860596,0.5802356004714966,0.5633259415626526,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
班尼特有什么性格特征?,即使霉运缠身，已然乐观，向往冒险,"班尼特,即使霉运缠身，已然乐观，向往冒险",0.8899754881858826,0.9749415516853333,0.9305230379104614,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
多莉什么性格?,热情贪婪，拥有数支赫赫有名的商队，售卖各种奇特商品。,"多莉,热情贪婪，拥有数支赫赫有名的商队，售卖各种奇特商品",0.9338505268096924,0.9702802300453186,0.9517168998718262,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
行秋的性格是什么?,"行秋,行侠仗义的侠客","行秋,行侠仗义的侠客",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
魈是什么身份?,魈是璃月仙人,魈是璃月仙人,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
达达利亚是男人还是女人？,达达利亚是男性,达达利亚是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芭芭拉是男性还是女性？,芭芭拉是女性,芭芭拉，女性,0.9178662300109863,0.9178662300109863,0.9178662300109863,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"琳妮特女士,她是男孩还是女孩？",琳妮特是女性,琳妮特是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
娜维娅女士是什么性格的人?,"娜维娅,为民众排忧解难","娜维娅,守护者与民众的守护者",0.7056587934494019,0.7348167896270752,0.7199426889419556,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问神里绫华的身份是什么？,神里绫华是神里家族公主,神里绫华是神里家族公主,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲米尼先生的职业是什么?,菲米尼是专业潜水员,"菲米尼是专业潜水员
菲米尼专业潜水员，菲米尼潜水，专业潜水员",0.8366928100585938,0.8971670866012573,0.8658753633499146,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
卡维的元素是什么?,草元素,元素草,0.7900148630142212,0.7900148630142212,0.7900148034095764,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
赛诺先生来自什么国家?,赛诺来自须弥,赛诺来自须弥,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
五郎是男性还是女性？,五郎是男性,"五郎是男性
五郎是男性",0.8438036441802979,0.8730790615081787,0.858191728591919,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海女士从哪里来的?,珊瑚宫心海来自稻妻,珊瑚宫心海来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
班尼特什么性格?,即使霉运缠身，已然乐观，向往冒险,"班尼特,偷懒，懒得工作",0.5943899750709534,0.5583755373954773,0.5758201479911804,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
达达利亚先生能控制什么元素力?,水元素,"达达利亚控制水元素
达达利亚,水元素",0.6046518087387085,0.8575908541679382,0.7092446088790894,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
行秋是什么性格?,行侠仗义的侠客,"行秋,行侠仗义的侠客",0.855256199836731,0.9494370222091675,0.8998891115188599,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"神里绫华女士,来自何方?",神里绫华来自稻妻,神里绫华来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特的元素是什么?,风元素,元素风元素,0.824553370475769,0.8742376565933228,0.8486689329147339,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
多莉什么性别,多莉是女性,多莉是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芙宁娜用的是什么元素?,水元素,水元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
米卡的元素是什么?,冰元素,冰元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问温迪的身份是什么？,温迪是吟游诗人，风神,温迪是吟游诗人，风神,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问五郎的国籍是什么？,五郎来自稻妻,五郎来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
九条裟罗的工作是什么?,九条裟罗是负责治安事务的天领奉行大将,九条裟罗是负责治安事务的天领奉行大将,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
柯莱是什么性格?,"柯莱,善解人意，乐于助人","柯莱,善解人意，乐于助人",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珐露珊是什么性格?,高深秘密，喜欢引起人们的好奇心,"珐露珊,高深秘密，眼光锐利，能抓住商机",0.6987296938896179,0.7171343564987183,0.7078124284744263,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
辛焱的工作是什么?,辛焱是摇滚艺术者,辛焱是摇滚艺术者,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
鹿野院平藏是什么身份?,鹿野院平藏是天领奉行负责调查案件的工作人员,鹿野院平藏是天领奉行负责调查案件的工作人员,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森从哪里来的?,艾尔海森来自须弥,艾尔海森来自须弥,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫华女士是属于哪个国家的?,神里绫华来自稻妻,神里绫华来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷电将军是什么职务?,雷电将军是稻妻的幕府将军,雷电将军是西风骑士团奉行者,0.7234673500061035,0.7463328838348389,0.7347221970558167,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫女士是男孩还是女孩？,宵宫是女性,宵宫是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问重云的性格特征是什么？,"重云,渴望证明自己的实力，不依赖「纯阳之体」","重云,渴望证明自己的实力",0.9392879009246826,0.7762404084205627,0.8500159978866577,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问纳西妲女士来自哪里?",纳西妲来自须弥,纳西妲来自须弥,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
罗莎莉亚使用的元素是什么?,冰元素,罗莎莉亚，冰元素,0.6922228932380676,0.9154009819030762,0.7883206009864807,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森先生来自什么国家?,艾尔海森来自须弥,艾尔海森来自须弥,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芭芭拉女士是什么性别？,芭芭拉是女性,芭芭拉是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
魈的性格特点是啥?,守护他人，有责任担当,"魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,魈,",0.2486853301525116,0.4378241300582886,0.31720009446144104,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
香菱女士是什么性别？,香菱是女性,香菱是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅使用什么元素力?,迪希雅使用火元素,迪希雅使用火元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪卢克的元素是什么?,火元素,迪卢克是火元素,0.7222903966903687,0.902144193649292,0.8022607564926147,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
鹿野院平藏从哪里来的?,鹿野院平藏来自稻妻,鹿野院平藏来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
瑶瑶的性格是什么?,"瑶瑶,温柔、体贴、好学、聪颖","瑶瑶,温柔、体贴、好学、聪颖",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
安柏是男性还是女性？,安柏是女性,安柏是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
